name,latitude,longitude,country,region,elevation_m,population,feature_type,geoname_id
Mount Busao,5.86833,125.58861,Philippines,Davao Region,,0,mountain,1958797
Mount Sibulan,5.76389,125.49389,Philippines,Davao Region,,0,mountain,1958815
Camanayon Mountain,9.79944,124.15583,Philippines,Central Visayas,,0,mountain,1959060
Sagungan Mountain,9.75667,124.39583,Philippines,Central Visayas,,0,mountain,1959166
Bataan Peak,14.6755,120.3599,Philippines,Central Luzon,,0,peak,1960892
Mount Sipanag,11.32631,122.16901,Philippines,Western Visayas,,0,mountain,1686099
Mount Sio,11.2394,122.3332,Philippines,Western Visayas,,0,mountain,1686128
Mount Singit,11.05923,122.3765,Philippines,Western Visayas,,0,mountain,1686212
Mount Singakalsa,16.65368,120.79394,Philippines,Cordillera,,0,mountain,1686223
Mount Sinalitan,17.53333,121.08333,Philippines,Cordillera,,0,mountain,1686302
Mount Sinalago,8.78333,125.06667,Philippines,Northern Mindanao,,0,mountain,1686308
Mount Sinalagas,8.56667,125.11667,Philippines,Northern Mindanao,,0,mountain,1686309
Mount Simbal,7.81667,124.86667,Philippines,Northern Mindanao,,0,mountain,1686398
Mount Silid,15.1148,121.08885,Philippines,Central Luzon,,0,mountain,1686486
Mount Silanganan,14.7042,120.358,Philippines,Central Luzon,,0,mountain,1686536
Mount Silangan,5.93333,120.98333,Philippines,Autonomous Region in Muslim Mindanao,,0,mountain,1686537
Sicaba diotay Peak,10.76905,123.2332,Philippines,Western Visayas,0,0,peak,1686694
Mount Sibankat,5.16891,119.96839,Philippines,Autonomous Region in Muslim Mindanao,,0,mountain,1686811
Mount Sibala,11.4385,123.0324,Philippines,Western Visayas,,0,mountain,1686833
Mount Siaob,10.09881,125.19866,Philippines,Eastern Visayas,,0,mountain,1686891
Sharp Peak,11.18333,125.23333,Philippines,Eastern Visayas,,0,mountain,1686915
Sharp Peak,10.16667,124.85,Philippines,Eastern Visayas,,0,mountain,1686916
Sharp Peak,10.06667,119.13333,Philippines,Mimaropa,,0,mountain,1686917
Sharp Peak,9.1949,122.9685,Philippines,Central Visayas,,0,mountain,1686918
Sharp Peak,7.48333,124.18333,Philippines,Autonomous Region in Muslim Mindanao,,0,mountain,1686921
Sharp Peak,7.43611,122.25417,Philippines,Zamboanga Peninsula,,0,mountain,1686922
Sharp Peak,5.96667,125.51667,Philippines,Davao Region,,0,mountain,1686923
Sharp Peak,5.81667,125.5,Philippines,Davao Region,,0,mountain,1686924
Sharp Hill,9.23333,118.28333,Philippines,Mimaropa,,0,mountain,1686925
Sharp Cone,17.83333,120.51667,Philippines,Ilocos,,0,mountain,1686928
Mount Selet,17.53333,121.15,Philippines,Cordillera,,0,mountain,1687003
Mount Sayao,11.55,124.48333,Philippines,Eastern Visayas,,0,mountain,1687066
Saw Peak,6.05,124.86667,Philippines,Soccsksargen,,0,mountain,1687078
Mount Sauejon,10.16667,124.96667,Philippines,Eastern Visayas,,0,mountain,1687118
Mount Satelite,9.63333,125.43333,Philippines,Caraga,,0,mountain,1687130
Mount Saraug,12.1804,124.9381,Philippines,Eastern Visayas,,0,mountain,1687172
Mount Sapinitan,11.87738,121.92561,Philippines,Western Visayas,0,0,mountain,1687223
Mount Santa Rosa,14.75169,120.37443,Philippines,Central Luzon,,0,mountain,1687877
Mount Santa Maria,7.75194,122.1025,Philippines,Zamboanga Peninsula,,0,mountain,1688009
Mount Sansanan,10.80815,122.2023,Philippines,Western Visayas,,0,mountain,1688445
Mount San Nicolas,11.03583,122.9,Philippines,Western Visayas,,0,mountain,1688856
Mount San Miguel,18.51159,120.96339,Philippines,Cagayan Valley,,0,mountain,1688934
Mount Sanidas,17.41273,120.92225,Philippines,Cordillera,,0,mountain,1689847
Mount Sangbauen,10.18333,118.81667,Philippines,Mimaropa,,0,mountain,1689902
Mount San Andres,13.31667,122.65,Philippines,Calabarzon,,0,mountain,1690421
Mount Saluyong,7.86667,124.81667,Philippines,Northern Mindanao,,0,mountain,1690743
Mount Salilid,14.6743,121.3264,Philippines,Calabarzon,,0,mountain,1690892
Mount Salayot,17.48333,120.63333,Philippines,Ilocos,,0,mountain,1690923
Mount Sagungan,9.68639,124.33889,Philippines,Central Visayas,,0,mountain,1691063
Mount Sagang,17.8,120.75,Philippines,Cordillera,,0,mountain,1691171
Sagada Peak,8.11917,124.43167,Philippines,Autonomous Region in Muslim Mindanao,,0,peak,1691181
